title,artist,query,spotify_id
Lust For Life,Lana Del Rey Featuring The Weeknd,artist:lana track:lust for life,
Feel.,Kendrick Lamar,artist:kendrick track:feel.,
Pride.,Kendrick Lamar,artist:kendrick track:pride.,
Lust., Kendrick Lamar,artist:kendrick track:lust.,
Still Got Time,Zayn Featuring PARTYNEXTDOOR,artist:zayn track:still got time,
Green Light,Lorde,artist:lorde track:green light,
How Far I'll Go,Auli'i Cravalho,artist:auli'i track:how far i'll go,
Hard Times,Paramore,artist:paramore track:hard times,
Fear.,Kendrick Lamar,artist:kendrick track:fear.,
No Frauds,"Nicki Minaj, Drake & Lil Wayne",artist:nicki track:no frauds,
God.,Kendrick Lamar,artist:kendrick track:god.,
Deja Vu,J. Cole,artist:j. track:deja vu,
Blood.,Kendrick Lamar,artist:kendrick track:blood.,
Dirt On My Boots,Jon Pardi,artist:jon track:dirt on my boots,
Duckworth.,Kendrick Lamar,artist:kendrick track:duckworth.,
Fast,Luke Bryan,artist:luke track:fast,
Black SpiderMan,Logic Featuring Damian Lemar Hudson,artist:logic track:black spiderman,
Fake Love,Drake,artist:drake track:fake love,
Starboy,The Weeknd Featuring Daft Punk,artist:weeknd track:starboy,
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,artist:maroon track:don't wanna know,
Play That Song,Train,artist:train track:play that song,
Free Smoke,Drake,artist:drake track:free smoke,
Road Less Traveled,Lauren Alaina,artist:lauren track:road less traveled,
The One,The Chainsmokers,artist:chainsmokers track:the one,
Draco,Future,artist:future track:draco,
Blem,Drake,artist:drake track:blem,
Think A Little Less,Michael Ray,artist:michael track:think a little less,
Teenage Fever,Drake,artist:drake track:teenage fever,
Bar At The End Of The World,Kenny Chesney,artist:kenny track:bar at the end of the world,
How Far I'll Go,Alessia Cara,artist:alessia track:how far i'll go,
Million Reasons,Lady Gaga,artist:lady track:million reasons,
Water Under The Bridge,Adele,artist:adele track:water under the bridge,
Bad Things,Machine Gun Kelly x Camila Cabello,artist:machine track:bad things,
Speak To A Girl,Tim McGraw & Faith Hill,artist:tim track:speak to a girl,
Tin Man,Miranda Lambert,artist:miranda track:tin man,
The Heart Part 4,Kendrick Lamar,artist:kendrick track:the heart part 4,
Sacrifices,Drake Featuring 2 Chainz & Young Thug,artist:drake track:sacrifices,
Conscience,Kodak Black Featuring Future,artist:kodak track:conscience,
Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",artist:calvin track:heatstroke,
Get It Together,Drake Featuring Jorja Smith & Black Coffee,artist:drake track:get it together,
No Long Talk,Drake Featuring Giggs,artist:drake track:no long talk,
KMT,Drake Featuring Giggs,artist:drake track:kmt,
4422,Drake Featuring Sampha,artist:drake track:4422,
Jorja Interlude,Drake,artist:drake track:jorja interlude,
Madiba Riddim,Drake,artist:drake track:madiba riddim,
Ice Melts,Drake Featuring Young Thug,artist:drake track:ice melts,
Do Not Disturb,Drake,artist:drake track:do not disturb,
Glow,Drake Featuring Kanye West,artist:drake track:glow,
Everyday,Ariana Grande Featuring Future,artist:ariana track:everyday,
Can't Have Everything,Drake,artist:drake track:can't have everything,
Party Monster,The Weeknd,artist:weeknd track:party monster,
Nothings Into Somethings,Drake,artist:drake track:nothings into somethings,
Let Me Love You,DJ Snake Featuring Justin Bieber,artist:dj track:let me love you,
Lose You,Drake,artist:drake track:lose you,
Since Way Back,Drake Featuring PARTYNEXTDOOR,artist:drake track:since way back,
Make Me (Cry),Noah Cyrus Featuring Labrinth,artist:noah track:make me ,
Skepta Interlude,Drake,artist:drake track:skepta interlude,
Kill A Word,Eric Church Featuring Rhiannon Giddens,artist:eric track:kill a word,
Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,artist:rick track:trap trap trap,
Black Beatles,Rae Sremmurd Featuring Gucci Mane,artist:rae track:black beatles,
Heathens,twenty one pilots,artist:twenty track:heathens,
Caroline,Amine,artist:amine track:caroline,
Regret In Your Tears,Nicki Minaj,artist:nicki track:regret in your tears,
Better Man,Little Big Town,artist:little track:better man,
Changed It,Nicki Minaj & Lil Wayne,artist:nicki track:changed it,
Chanel,Frank Ocean,artist:frank track:chanel,
Liability,Lorde,artist:lorde track:liability,
I Got You,Bebe Rexha,artist:bebe track:i got you,
Dive,Ed Sheeran,artist:ed track:dive,
Sober Saturday Night,Chris Young Featuring Vince Gill,artist:chris track:sober saturday night,
Today,Brad Paisley,artist:brad track:today,
Selfish,PnB Rock,artist:pnb track:selfish,
Happier,Ed Sheeran,artist:ed track:happier,
Comin Out Strong,Future Featuring The Weeknd,artist:future track:comin out strong,
Chantaje,Shakira Featuring Maluma,artist:shakira track:chantaje,
All Time Low,Jon Bellion,artist:jon track:all time low,
Side To Side,Ariana Grande Featuring Nicki Minaj,artist:ariana track:side to side,
New Man,Ed Sheeran,artist:ed track:new man,
Supermarket Flowers,Ed Sheeran,artist:ed track:supermarket flowers,
What Do I Know?,Ed Sheeran,artist:ed track:what do i know?,
How Would You Feel (Paean),Ed Sheeran,artist:ed track:how would you feel ,
Eraser,Ed Sheeran,artist:ed track:eraser,
Used To This,Future Featuring Drake,artist:future track:used to this,
Hearts Don't Break Around Here,Ed Sheeran,artist:ed track:hearts don't break around here,
Barcelona,Ed Sheeran ,artist:ed track:barcelona,
Star Of The Show,Thomas Rhett,artist:thomas track:star of the show,
A Guy With A Girl,Blake Shelton,artist:blake track:a guy with a girl,
Treat You Better,Shawn Mendes,artist:shawn track:treat you better,
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,artist:dj track:cash me outside ,
Love,Lana Del Rey,artist:lana track:love,
No Heart,21 Savage & Metro Boomin,artist:21 track:no heart,
Make Love,Gucci Mane & Nicki Minaj,artist:gucci track:make love,
Love Me Now,John Legend,artist:john track:love me now,
Not Nice,PARTYNEXTDOOR,artist:partynextdoor track:not nice,
Broccoli,D.R.A.M. Featuring Lil Yachty,artist:d.r.a.m. track:broccoli,
This Town,Niall Horan,artist:niall track:this town,
Rent Money,Future,artist:future track:rent money,
Guys My Age,Hey Violet,artist:hey track:guys my age,
Seein' Red,Dustin Lynch,artist:dustin track:seein' red,
Super Trapper,Future,artist:future track:super trapper,
Dancing On My Own,Calum Scott,artist:calum track:dancing on my own,
No Favors,Big Sean Featuring Eminem,artist:big track:no favors,
Zoom,Future,artist:future track:zoom,
Starving,Hailee Steinfeld & Grey Featuring Zedd,artist:hailee track:starving,
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,artist:zay track:juju on that beat ,
Bom Bidi Bom,Nick Jonas & Nicki Minaj,artist:nick track:bom bidi bom,
Helium,Sia,artist:sia track:helium,
Heroe Favorito,Romeo Santos,artist:romeo track:heroe favorito,
Way Down We Go,Kaleo,artist:kaleo track:way down we go,
Everything 1K,Kodak Black,artist:kodak track:everything 1k,
Wanna Be That Song,Brett Eldredge,artist:brett track:wanna be that song,
Sex With Me,Rihanna,artist:rihanna track:sex with me,
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,artist:g-eazy track:some kind of drug,
Cheap Thrills,Sia Featuring Sean Paul,artist:sia track:cheap thrills,
Don't Let Me Down,The Chainsmokers Featuring Daya,artist:chainsmokers track:don't let me down,
The Greatest,Sia Featuring Kendrick Lamar,artist:sia track:the greatest,
Bad Romance,Lady Gaga,artist:lady track:bad romance,
HandClap,Fitz And The Tantrums,artist:fitz track:handclap,
Sacrifices,Big Sean Featuring Migos,artist:big track:sacrifices,
Halfway Off The Balcony,Big Sean,artist:big track:halfway off the balcony,
Jump Out The Window,Big Sean,artist:big track:jump out the window,
Owe Me,Big Sean,artist:big track:owe me,
Beauty And The Beast,Ariana Grande & John Legend,artist:ariana track:beauty and the beast,
I Don't,Mariah Carey Featuring YG,artist:mariah track:i don't,
80s Mercedes,Maren Morris,artist:maren track:80s mercedes,
Now & Later,Sage The Gemini,artist:sage track:now & later,
OTW,DJ Luke Nasty,artist:dj track:otw,
Light,Big Sean Featuring Jeremih,artist:big track:light,
Kelly Price,Migos Featuring Travis Scott,artist:migos track:kelly price,
Blue Ain't Your Color,Keith Urban,artist:keith track:blue ain't your color,
X,21 Savage & Metro Boomin Featuring Future,artist:21 track:x,
Call Casting,Migos,artist:migos track:call casting,
Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,artist:major track:run up,
I'm Better,Missy Elliott Featuring Lamb,artist:missy track:i'm better,
Get Right Witcha,Migos,artist:migos track:get right witcha,
If The Boot Fits,Granger Smith,artist:granger track:if the boot fits,
Dirty Laundry,Carrie Underwood,artist:carrie track:dirty laundry,
Fresh Eyes,Andy Grammer,artist:andy track:fresh eyes,
Culture,Migos Featuring DJ Khaled,artist:migos track:culture,
Alone,Marshmello,artist:marshmello track:alone,
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,artist:rob track:chill bill,
Cold Water,Major Lazer Featuring Justin Bieber & MO,artist:major track:cold water,
Love On The Weekend,John Mayer,artist:john track:love on the weekend,
Sneakin',Drake Featuring 21 Savage,artist:drake track:sneakin',
Song For Another Time,Old Dominion,artist:old track:song for another time,
Say It,Flume Featuring Tove Lo,artist:flume track:say it,
Water,Ugly God,artist:ugly track:water,
Running Back,Wale Featuring Lil Wayne,artist:wale track:running back,
You Was Right,Lil Uzi Vert,artist:lil track:you was right,
In The Name Of Love,Martin Garrix & Bebe Rexha,artist:martin track:in the name of love,
Not Afraid Anymore,Halsey,artist:halsey track:not afraid anymore,
Red Opps,21 Savage,artist:21 track:red opps,
Neighbors,J. Cole,artist:j. track:neighbors,
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,artist:a track:timeless,
Parachute,Chris Stapleton,artist:chris track:parachute,
All We Know,The Chainsmokers Featuring Phoebe Ryan,artist:chainsmokers track:all we know,
Just Hold On,Steve Aoki & Louis Tomlinson,artist:steve track:just hold on,
Beibs In The Trap,Travis Scott,artist:travis track:beibs in the trap,
My Sh*t,A Boogie Wit da Hoodie,artist:a track:my sht,
OOOUUU,Young M.A,artist:young track:ooouuu,
I Hate U I Love U,gnash Featuring Olivia O'Brien,artist:gnash track:i hate u i love u,
May We All,Florida Georgia Line Featuring Tim McGraw,artist:florida track:may we all,
Sleep Without You,Brett Young,artist:brett track:sleep without you,
Drinkin' Too Much,Sam Hunt,artist:sam track:drinkin' too much,
Immortal,J. Cole,artist:j. track:immortal,
What They Want,Russ,artist:russ track:what they want,
Unsteady,X Ambassadors,artist:x track:unsteady,
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,artist:dj track:too much sauce,
How I'll Always Be,Tim McGraw,artist:tim track:how i'll always be,
Hallelujah,Pentatonix,artist:pentatonix track:hallelujah,
Shaky Shaky,Daddy Yankee,artist:daddy track:shaky shaky,
Key To The Streets,YFN Lucci Featuring Migos & Trouble,artist:yfn track:key to the streets,
We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,artist:opetaia track:we know the way,
Careless Whisper,Wham! Featuring George Michael,artist:wham! track:careless whisper,
Faith,George Michael,artist:george track:faith,
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,artist:young track:pick up the phone,
No Flockin,Kodak Black,artist:kodak track:no flockin,
Black Barbies,Nicki Minaj X Mike WiLL Made-It,artist:nicki track:black barbies,
Hate U Love U,Olivia O'Brien,artist:olivia track:hate u love u,
Jingle Bell Rock,Bobby Helms,artist:bobby track:jingle bell rock,
Feliz Navidad,Jose Feliciano,artist:jose track:feliz navidad,
"Mary, Did You Know?",Pentatonix,"artist:pentatonix track:mary, did you know?",
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross ",artist:dj track:do you mind,
1 Night,Lil Yachty,artist:lil track:1 night,
Change,J. Cole,artist:j. track:change,
She's Mine Pt.1,J. Cole,artist:j. track:she's mine pt.1,
Ville Mentality,J. Cole,artist:j. track:ville mentality,
For Whom The Bell Tolls,J. Cole,artist:j. track:for whom the bell tolls,
Six Feet Under,The Weeknd,artist:weeknd track:six feet under,
Sidewalks,The Weeknd Featuring Kendrick Lamar,artist:weeknd track:sidewalks,
Foldin Clothes,J. Cole,artist:j. track:foldin clothes,
4 Your Eyez Only,J. Cole,artist:j. track:4 your eyez only,
She's Mine Pt. 2,J. Cole,artist:j. track:she's mine pt. 2,
False Prophets,J. Cole,artist:j. track:false prophets,
Everybody Dies,J. Cole,artist:j. track:everybody dies,
Come And See Me,PARTYNEXTDOOR Featuring Drake,artist:partynextdoor track:come and see me,
Darlin' Don't Go,Sundance Head,artist:sundance track:darlin' don't go,
Deja Vu,Post Malone Featuring Justin Bieber,artist:post track:deja vu,
At Last,Sundance Head,artist:sundance track:at last,
Setting The World On Fire,Kenny Chesney Featuring P!nk,artist:kenny track:setting the world on fire,
Die For You,The Weeknd,artist:weeknd track:die for you,
This Is What You Came For,Calvin Harris Featuring Rihanna,artist:calvin track:this is what you came for,
Ride,twenty one pilots,artist:twenty track:ride,
Needed Me,Rihanna,artist:rihanna track:needed me,
One Dance,Drake Featuring WizKid & Kyla,artist:drake track:one dance,
Tiimmy Turner,Desiigner,artist:desiigner track:tiimmy turner,
Secrets,The Weeknd,artist:weeknd track:secrets,
Me And Your Mama,Childish Gambino,artist:childish track:me and your mama,
Home,gnash Featuring Johnny Yukon,artist:gnash track:home,
True Colors,The Weeknd,artist:weeknd track:true colors,
Middle Of A Memory,Cole Swindell,artist:cole track:middle of a memory,
Rockin',The Weeknd,artist:weeknd track:rockin',
All I Know,The Weeknd Featuring Future,artist:weeknd track:all i know,
That's My Girl,Fifth Harmony,artist:fifth track:that's my girl,
False Alarm,The Weeknd,artist:weeknd track:false alarm,
Attention,The Weeknd,artist:weeknd track:attention,
Ordinary Life,The Weeknd,artist:weeknd track:ordinary life,
Stargirl Interlude,The Weeknd Featuring Lana Del Rey,artist:weeknd track:stargirl interlude,
Nothing Without You,The Weeknd,artist:weeknd track:nothing without you,
A Lonely Night,The Weeknd,artist:weeknd track:a lonely night,
Love To Lay,The Weeknd,artist:weeknd track:love to lay,
Distraction,Kehlani,artist:kehlani track:distraction,
A Little More Summertime,Jason Aldean,artist:jason track:a little more summertime,
Look Alive,Rae Sremmurd,artist:rae track:look alive,
Fade,Kanye West,artist:kanye track:fade,
Capsize,Frenship & Emily Warren,artist:frenship track:capsize,
Gold,Kiiara,artist:kiiara track:gold,
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",artist:lil track:sucker for pain,
Panda,Desiigner,artist:desiigner track:panda,
Luv,Tory Lanez,artist:tory track:luv,
My Way,Calvin Harris,artist:calvin track:my way,
Ain't My Fault,Zara Larsson,artist:zara track:ain't my fault,
Move,Luke Bryan,artist:luke track:move,
Slumber Party,Britney Spears Featuring Tinashe,artist:britney track:slumber party,
Vice,Miranda Lambert,artist:miranda track:vice,
Litty,Meek Mill Featuring Tory Lanez,artist:meek track:litty,
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,artist:pikotaro track:ppap ,
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,artist:pitbull track:greenlight,
Infinite,Eminem,artist:eminem track:infinite,
Send My Love (To Your New Lover),Adele,artist:adele track:send my love ,
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,artist:chance track:no problem,
Too Good,Drake Featuring Rihanna,artist:drake track:too good,
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,artist:charlie track:we don't talk anymore,
Hallelujah,Leonard Cohen,artist:leonard track:hallelujah,
We The People....,A Tribe Called Quest,artist:a track:we the people....,
Setting Fires,The Chainsmokers Featuring XYLO,artist:chainsmokers track:setting fires,
It Don't Hurt Like It Used To,Billy Currington,artist:billy track:it don't hurt like it used to,
Shout Out To My Ex,Little Mix,artist:little track:shout out to my ex,
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",artist:dj track:wishing,
"Sit Still, Look Pretty",Daya,"artist:daya track:sit still, look pretty",
Money Longer,Lil Uzi Vert,artist:lil track:money longer,
No Limit,Usher Featuring Young Thug,artist:usher track:no limit,
I Know Somebody,LOCASH,artist:locash track:i know somebody,
All Eyez,The Game Featuring Jeremih,artist:game track:all eyez,
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,artist:dae track:wat u mean ,
Hold Up,Beyonce,artist:beyonce track:hold up,
Gangsta,Kehlani,artist:kehlani track:gangsta,
Hymn For The Weekend,Coldplay,artist:coldplay track:hymn for the weekend,
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,artist:meek track:froze,
Offended,Meek Mill Featuring Young Thug & 21 Savage,artist:meek track:offended,
"Two Birds, One Stone",Drake,"artist:drake track:two birds, one stone",
On The Regular,Meek Mill,artist:meek track:on the regular,
The Difference,Meek Mill Featuring Quavo,artist:meek track:the difference,
