title,artist,query,spotify_id
Keep On Walkin',CeCe Peniston,artist:cece track:keep on walkin',0s2AuUkqr6BN5GjLoTbjaw
My Lovin' (You're Never Gonna Get It),En Vogue,artist:en track:my lovin' ,3R97rNX7JnmshCWBwOSFet
Wishing On A Star,The Cover Girls,artist:  track:wishing on a star,
I'll Be There,Mariah Carey,artist:mariah track:i'll be there,5jI2ApByK8KJeWVU39oRO4
Tequila,A.L.T. And The Lost Civilization,artist:a.l.t. track:tequila,50jzaB4NVS3mO6rRIE7mmm
Thorn In My Pride,The Black Crowes,artist:  track:thorn in my pride,
Jam,Michael Jackson,artist:michael track:jam,2EI8uljBPaI23VUr2tv4eS
Real Love,Slaughter,artist:slaughter track:real love,2GxuY3LMwrJQthPj1oZj8h
We Will Rock You/We Are The Champions,Queen,artist:queen track:we will rock you/we are the champions,5C1N0wFUhhj5FgGKmfVdxy
Give It Away,Red Hot Chili Peppers,artist:red track:give it away,0uppYCG86ajpV2hSR3dJJ0
Get With U,Lidell Townsell & M.T.F.,artist:lidell track:get with u,0WyopkKhqsZBxYrzx6nIGT
"Money Can't Buy You Love (From ""Mo' Money"")",Ralph Tresvant,artist:ralph track:money can't buy you love ,7rf5YnDlD0K2TZnv81dOBq
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,artist:pete track:they reminisce over you ,2Mb3zpobD0CvJGWv6NpsPy
Lithium,Nirvana,artist:nirvana track:lithium,2YodwKJnbPyNKe8XXSE9V7
Jus Lyke Compton,DJ Quik,artist:dj track:jus lyke compton,6KMoKU9mRNthObqYAMrXnD
It Doesn't Matter,Tyler Collins,artist:tyler track:it doesn't matter,2lYbiFiyAweiOwFd65IwnP
Under The Bridge,Red Hot Chili Peppers,artist:red track:under the bridge,3d9DChrdc6BOeFsbrZ3Is0
I Miss You,Joe Public,artist:joe track:i miss you,15V6BoOyJGC3hbI2sWL20T
Just For Tonight,Vanessa Williams,artist:vanessa track:just for tonight,50H6z12Lesm74dBLlaHwqs
Why,Annie Lennox,artist:annie track:why,2fYYmPNwDaNpw1KRSxpQ5H
Honey Love,R. Kelly & Public Announcement,artist:r. track:honey love,1ZP0yvaWPl8vQV9ZH9jvT7
1-4-All-4-1,East Coast Family,artist:east track:1-4-all-4-1,
Nobody Wins In This War,Mitch Malloy,artist:mitch track:nobody wins in this war,1E5A6jXmNmWSlmeMntFVY0
It's My Cadillac (Got That Bass),MC Nas-D & DJ Fred,artist:mc track:it's my cadillac ,6nHWZmDuQUYobAq5SUuE8v
If You Asked Me To,Celine Dion,artist:celine track:if you asked me to,5Iw2i6Cs2pE7legT0SWtZ7
They Want EFX,Das EFX,artist:das track:they want efx,3HCzj965m8Fz2E8wZkir6q
Slow Motion,Color Me Badd,artist:color track:slow motion,03GzYByXsXHcoEAxjsWv9G
Keep It Comin' (Dance Till You Can't Dance No More!),C+C Music Factory,artist:c+c track:keep it comin' ,2UXJF7ZYR7Wmf4jPOJD3b1
Sad New Day,Me Phi Me,artist:me track:sad new day,
Hold On My Heart,Genesis,artist:genesis track:hold on my heart,0qbhFj4bVrguIZViOJOs36
Good Stuff,The B-52s,artist:  track:good stuff,3G2j93US48jJbk4CvCyhyn
Do It To Me,Lionel Richie,artist:lionel track:do it to me,1tKxrKBYIIykuLvipSWfgy
Scenario,A Tribe Called Quest,artist:a track:scenario,0301nLjG0ti26rx5ZmfqtP
Damn I Wish I Was Your Lover,Sophie B. Hawkins,artist:sophie track:damn i wish i was your lover,0RmEn2jcbyrLV4em3bnDZJ
Tennessee,Arrested Development,artist:arrested track:tennessee,5K8qwhQQSAj9ebIvlNJY8q
I Will Remember You,Amy Grant,artist:amy track:i will remember you,76crWZqaiFzlTPGzNtT4w1
Sometimes I Rhyme Slow,Nice & Smooth,artist:nice track:sometimes i rhyme slow,18Mh3v6rBCCpcNYzyaA2RN
"All Shook Up (From ""Honeymoon In Vegas"")",Billy Joel,artist:billy track:all shook up ,4AGjjpmYrlec7gK9Va1v1n
In The Closet,Michael Jackson,artist:michael track:in the closet,5Fy40smNxk0j5OpFMtvfaU
James Brown Is Dead,L.A. Style,artist:l.a. track:james brown is dead,5EEsZl9wCWtPHXoi9I9PY7
Make Love Like A Man,Def Leppard,artist:def track:make love like a man,4kmsbka0IvuC1x4GdK3FcH
Wherever I May Roam,Metallica,artist:metallica track:wherever i may roam,49rcSzMayJhIwGf0CJCaxJ
Strobelite Honey,Black Sheep,artist:black track:strobelite honey,1ppE6XvxAX2EOR5POLUzy0
Brainstorming,M.C. Brains,artist:m.c. track:brainstorming,
Victim Of The Ghetto,The College Boyz,artist:  track:victim of the ghetto,
Jump,Kris Kross,artist:kris track:jump,27AHAtAirQapVldIm4c9ZX
Just Take My Heart,Mr. Big ,artist:mr. track:just take my heart,7mqqMOgnRE50GOJFPxRF8x
Another Minute,Cause And Effect,artist:cause track:another minute,6GKaYgABRoeO8ZofVq7zS2
You Won't See Me Cry,Wilson Phillips,artist:wilson track:you won't see me cry,28ncrMY3h1JBFYTiRRk5Gy
The Way I Feel,Tag,artist:tag track:the way i feel,5d1dglMOQpQQoYjuq4DHoB
Slowly,Stacy Earl,artist:stacy track:slowly,4TPTwQ4dqCXVnTUGjTUBgU
Please Don't Go,Boyz II Men,artist:boyz track:please don't go,2AFD6YvmJ8eEZAuxiXxFuv
Silent Prayer,Shanice,artist:shanice track:silent prayer,1150hrBaCI6Vs9PBNEeS7m
Helluva,Brotherhood Creed,artist:brotherhood track:helluva,6jYhsewiw0eMjtvMS8Lnlt
Everything About You,Ugly Kid Joe,artist:ugly track:everything about you,1O2ACd0zg4GYgQRhLBGYDV
Sexy MF,Prince And The N.P.G.,artist:prince track:sexy mf,3DqvBu9MpNNz4UToUXDJ4u
Who's Got Your Love,Nyasia,artist:nyasia track:who's got your love,44e6togOkEOuPLpaop4FN5
Galileo,Indigo Girls,artist:indigo track:galileo,1Q0DVZhtZJZs9t45b8zNSD
Never Satisfied,Good 2 Go,artist:good track:never satisfied,4zLNtG2yuJAGOLnt00YsS7
Remedy,The Black Crowes,artist:  track:remedy,0JCMH4fkwFf7tzhjjCR3DL
Let's Get Rocked,Def Leppard,artist:def track:let's get rocked,0LoH6lFQLNscy3RyljAewK
I've Got Mine,Glenn Frey,artist:glenn track:i've got mine,3wEEbdzItMD8VgTOfPbzTF
"Full Term Love (From ""Class Act"")",Monie Love,artist:monie track:full term love ,
Not The Only One,Bonnie Raitt,artist:bonnie track:not the only one,1oSyjLVbcDjXyagb5XJ35K
Forever In Your Eyes,Mint Condition,artist:mint track:forever in your eyes,42wQvfr9yRdiUqSabtsWkQ
Live And Learn,Joe Public,artist:joe track:live and learn,4ScNzmyZZId9kGK9iXuqjn
Tears In Heaven,Eric Clapton,artist:eric track:tears in heaven,612VcBshQcy4mpB2utGc3H
Save The Best For Last,Vanessa Williams,artist:vanessa track:save the best for last,7okbmgA8lRBGl5limZ7LFM
Strawberry Letter 23,Tevin Campbell,artist:tevin track:strawberry letter 23,2U96QtBPJE158fZ74GIqQX
Maria,TKA,artist:tka track:maria,2GlCfUheirwLr62pmb6rMt
T.L.C.,Linear,artist:linear track:t.l.c.,
Reach For The Sky,Firehouse,artist:firehouse track:reach for the sky,4T2CCZX2QjiREym8lZ2G4v
Why Me Baby?,Keith Sweat,artist:keith track:why me baby?,3fZluaUtO99vNpEQoE6cpc
So What'cha Want,Beastie Boys,artist:beastie track:so what'cha want,5h9mwffuipb2TSeTFp8Pu0
One,U2,artist:u2 track:one,3G69vJMWsX6ZohTykad2AU
Thought I'd Died And Gone To Heaven,Bryan Adams,artist:bryan track:thought i'd died and gone to heaven,68Qv4S2uJ0nLvdtWPrlOVt
All You've Got,RTZ,artist:rtz track:all you've got,3WPPoxtp863Y3NdyjuT5Vj
57 Channels (And Nothin' On),Bruce Springsteen,artist:bruce track:57 channels ,42eWzCqHuCD5QRwzq3I24e
Closer To Me,The Outfield,artist:  track:closer to me,
Fall In Love Again,Eddie Money,artist:eddie track:fall in love again,3kVsdeo86jZLNvZBoVLgNk
Ain't 2 Proud 2 Beg,TLC,artist:tlc track:ain't 2 proud 2 beg,5kVSEpbyuLIVuPM1i2KivC
Faces Of Love,Nia Peeples,artist:nia track:faces of love,
Whatever It Takes (To Make You Stay),Troop,artist:troop track:whatever it takes ,7ypmnQBUevzJdnlUSmdndC
If You Want It,2nd II None,artist:2nd track:if you want it,5MGSSlI7LQxTJ2IJsyRDlq
Come As You Are,Nirvana,artist:nirvana track:come as you are,4P5KoWXOxwuobLmHXLMobV
Lift Me Up,Howard Jones,artist:howard track:lift me up,0Jz5Clply8Ggx8gi9yyKJP
I Need Love,Olivia Newton-John,artist:olivia track:i need love,0tbZBvqt9zeLgvVUOOUUF6
Bohemian Rhapsody,Queen,artist:queen track:bohemian rhapsody,7tFiyTwD0nx5a1eklYtX2J
Nu Nu,Lidell Townsell,artist:lidell track:nu nu,7hqftTWzXssKbHiFFczBCL
Take Time,Chris Walker,artist:chris track:take time,6HMDY8Ku2RKap6f0TmSeZC
You Think You Know Her,Cause And Effect,artist:cause track:you think you know her,6OUExuMUOP3mJGnS2eA0Rx
Make It Happen,Mariah Carey,artist:mariah track:make it happen,5UVcgBRW78CCcKCopEGAST
Everything Changes,Kathy Troccoli,artist:kathy track:everything changes,7rJXvz9zXQr9YYdYzeXe7U
Love Me,Tracie Spencer,artist:tracie track:love me,0Q7aNolyWuEFAk53EGql50
3-2-1 Pump,Redhead Kingpin & The F.B.I.,artist:redhead track:3-2-1 pump,66N6IyYpM2kD2G6RXdSfAr
Smells Like Nirvana,"""Weird Al"" Yankovic","artist:""weird track:smells like nirvana",
Human Touch/Better Days,Bruce Springsteen,artist:bruce track:human touch/better days,
Innocent Child,Colourhaus,artist:colourhaus track:innocent child,
Nothing Else Matters, Metallica,artist:metallica track:nothing else matters,10igKaIKsSB6ZnWxPxPvKO
The Choice Is Yours,Black Sheep,artist:black track:the choice is yours,4k9EkhkFZY8Bk41Qi0Ob7P
Hazard,Richard Marx,artist:richard track:hazard,6aILdORvFPD0mO7y5q8O1t
Anything At All,Mitch Malloy,artist:mitch track:anything at all,3AmZlfEuOqyoOfgqrbFPkh
I'm The One You Need,Jody Watley,artist:jody track:i'm the one you need,1spskkY6W9x7gg03BoqABI
Don't Be Afraid,Aaron Hall,artist:aaron track:don't be afraid,7EgBkZlqWRwvjmyc115LLR
Baby Hold On To Me,Gerald Levert (Duet With Eddie Levert),artist:gerald track:baby hold on to me,1vQ2MZsupEvPhtvfkdW3iI
All Woman,Lisa Stansfield,artist:lisa track:all woman,49HxNFSisJ1QXCfJL1xVD7
This Is The Last Time,Laura Enea,artist:laura track:this is the last time,2NiJZ3uFwXXGY93Jz1BT52
Will You Marry Me?,Paula Abdul,artist:paula track:will you marry me?,2I0O4qU0DVUvSCKLW0Bvs6
Goodbye,Tevin Campbell,artist:tevin track:goodbye,2v0tUVn2zUaYzvLLfWNZLQ
Boom! I Got Your Boyfriend,MC Luscious,artist:mc track:boom! i got your boyfriend,2NKLffvl6LvcJCCA5MG17d
Everything's Gonna Be Alright,Naughty By Nature,artist:naughty track:everything's gonna be alright,1KYzOVIcp7Oe6FTuIvHrpz
High,The Cure,artist:  track:high,1cxttvflVlYD4QA34tR5Yj
Money Don't Matter 2 Night,Prince And The N.P.G.,artist:prince track:money don't matter 2 night,4TD2ZZETSh7OFOw1RTNPGb
Your Song,Rod Stewart,artist:rod track:your song,0PcUW2K3eOOics13ovzuZv
I Wanna Rock,Luke,artist:luke track:i wanna rock,6BPA3Uzu6xDFTklgeWGqbD
Sleeping With The Lights On,Curtis Stigers,artist:curtis track:sleeping with the lights on,4FGlBXJbkqhLep9ZWUJfmc
Love You All My Lifetime,Chaka Khan,artist:chaka track:love you all my lifetime,2yTswsiLkNGzzzX54WroNS
Masterpiece,Atlantic Starr,artist:atlantic track:masterpiece,2sm3HfTCt3O6R6qUc5f6xb
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,artist:mint track:breakin' my heart ,18sytW2s53Of6NVudQyUlH
I Can't Dance,Genesis,artist:genesis track:i can't dance,0No5Hr1LxZjJHGsQSTy2bm
We Got A Love Thang,CeCe Peniston,artist:cece track:we got a love thang,15iEKMkO7tjWKdPQm2h9DG
Thinkin' Back,Color Me Badd,artist:color track:thinkin' back,5OI4XbIHmAGDNnmP01sD82
Set Me Free,Clubland Featuring Zemya Hamilton,artist:clubland track:set me free,2GjnvMPbIoFQKf0I3BRAdi
Bad Bad Boys,Midi Maxi & Efti,artist:midi track:bad bad boys,
You Showed Me,Salt-N-Pepa,artist:salt-n-pepa track:you showed me,0S2TYZbaAAafGGyVkp7i0K
Remember The Time,Michael Jackson,artist:michael track:remember the time,4jnFqNWeJCeCRHc4HCdxfd
What Goes Around Comes Around,Giggles,artist:giggles track:what goes around comes around,2dOb3DaZRbiGfruiDODvdd
Missing You Now,Michael Bolton,artist:michael track:missing you now,7megKIZZbbUa6Rcqg6oLjz
"Mama, I'm Coming Home",Ozzy Osbourne,"artist:ozzy track:mama, i'm coming home",0S3gpZzlT9Hb7CCSV2owX7
This Is The Way We Roll,M.C. Hammer,artist:m.c. track:this is the way we roll,66B84XJ9vqdAs4tJCC2uaI
Can't Cry Hard Enough,The Williams Brothers,artist:  track:can't cry hard enough,
Take My Advice,Kym Sims,artist:kym track:take my advice,5KhAzdjCDy6MZai1P0RJAe
Beauty And The Beast,Celine Dion And Peabo Bryson,artist:celine track:beauty and the beast,7B3UAPLYAbwXVgbHSKEaTw
To Be With You,Mr. Big,artist:mr. track:to be with you,3Mmt6Xk0H6VR92PEp6x3hP
Good For Me,Amy Grant,artist:amy track:good for me,2GwDKcTJlvoRDaJXkA7ULJ
Don't Talk Just Kiss,Right Said Fred,artist:right track:don't talk just kiss,3XQXG7HWyIQt6NVzePJjOQ
She's Got That Vibe,R. Kelly & Public Announcement,artist:r. track:she's got that vibe,3YqH26H4kyG3usFtOc8v4P
Justified And Ancient,The KLF Featuring Tammy Wynette,artist:  track:justified and ancient,
White Men Can't Jump,Riff,artist:riff track:white men can't jump,
What You Give,Tesla,artist:tesla track:what you give,6XKLX2SOAdS0ZDQK2PbZKn
It's Over Now,L.A. Guns,artist:l.a. track:it's over now,00x5Jgz36JDkrFAl8H80EO
Losing You,Mocca Soul,artist:mocca track:losing you,
All 4 Love,Color Me Badd,artist:color track:all 4 love,4XmsMIMjvDIFEjeY3ycMzW
I Love Your Smile,Shanice,artist:shanice track:i love your smile,5BE3DOk0C26VCMxxT84bec
If You Go Away,NKOTB,artist:nkotb track:if you go away,
Until Your Love Comes Back Around,RTZ,artist:rtz track:until your love comes back around,5gfy2vyy0SmXEwOgSfMjec
It's Not A Love Thing,Geoffrey Williams,artist:geoffrey track:it's not a love thing,0w5f7ZNFxBfiN6fdN8ICrp
Oochie Coochie,M.C. Brains,artist:m.c. track:oochie coochie,2f8uDL0SJJLCDnCemgthZj
I'm Too Sexy,Right Said Fred,artist:right track:i'm too sexy,2WElktskrNJEwgpp5Vouxk
Finally,CeCe Peniston,artist:cece track:finally,0uqvSVhGgQTIdj9G51vhvv
Romeo & Juliet,Stacy Earl (Featuring The Wild Pair),artist:stacy track:romeo & juliet,
Too Much Passion,The Smithereens,artist:  track:too much passion,
Church Of Your Heart,Roxette,artist:roxette track:church of your heart,6broBHB7ObAA2BhzLT2nlX
I'll Get By,Eddie Money,artist:eddie track:i'll get by,2zYWVAsSGYtXVemcXlKpqL
What Becomes Of The Brokenhearted,Paul Young,artist:paul track:what becomes of the brokenhearted,1BNloEvafOkfdV1wqi7JQc
Stay,Jodeci,artist:jodeci track:stay,0JukF7Yf5qF10ntu6lpJ5I
A Deeper Love/Pride In The Name Of Love,Clivilles & Cole,artist:clivilles track:a deeper love/pride in the name of love,
No Sunshine,Kid Frost,artist:kid track:no sunshine,7bYII9aTzFdEJQpCLcWhba
Do Not Pass Me By,M.C. Hammer,artist:m.c. track:do not pass me by,1Q5JAMGJaqP3wvKvTqduHY
The Life Of Riley,Lightning Seeds,artist:lightning track:the life of riley,
Right Now,Van Halen,artist:van track:right now,6N1sNzq3CArC1pMSaZTxaT
Tell Me What You Want Me To Do,Tevin Campbell,artist:tevin track:tell me what you want me to do,6AwWq4bywkc64QXtF7w94l
Uhh Ahh,Boyz II Men,artist:boyz track:uhh ahh,0MrD47wtvAu6igsy8vqUzN
Diamonds And Pearls,Prince And The N.P.G.,artist:prince track:diamonds and pearls,7IoLw1bECmOSWcm2u9SmRH
Stars,Simply Red,artist:simply track:stars,5QJSD5GQOq72OmwLV5IHUV
Again Tonight,John Mellencamp,artist:john track:again tonight,1UyrQJQQ4yynQugmLAbjoT
Smells Like Teen Spirit!,Nirvana,artist:nirvana track:smells like teen spirit!,5ghIJDpPoe3CfHMGu71E6T
Don't Let The Sun Go Down On Me,George Michael/Elton John,artist:george track:don't let the sun go down on me,0q90594hk25yo0xZmBTqCd
Caribbean Blue,Enya,artist:enya track:caribbean blue,31TAub5WKWEsVTJcdksxq7
Vibeology,Paula Abdul,artist:paula track:vibeology,6IXKljJrwMJlyRhzHRbEDW
Don't Lose The Magic,Shawn Christopher,artist:shawn track:don't lose the magic,0KnWFe8LmBjEMbmvBjqXi1
We Will Rock You,Warrant,artist:warrant track:we will rock you,1Jq1355GLFkIPYHIxZFn69
The Globe,Big Audio,artist:big track:the globe,26UgQ719aQ39QAHytxPuVJ
Addams Groove,M.C. Hammer,artist:m.c. track:addams groove,46jqxETXUwgLRsoMGuwFLa
Doo Doo Brown,2 Hyped Brothers & A Dog,artist:2 track:doo doo brown,0VFJiOs6UOzmFCYFaTumKo
On A Sunday Afternoon,Lighter Shade Of Brown,artist:lighter track:on a sunday afternoon,1cM25iyn6zKOfnywTNtvyb
The Way I Feel About You,Karyn White,artist:karyn track:the way i feel about you,5LLRxnEQAbnQNzLK0mAC2R
Keep It Comin',Keith Sweat,artist:keith track:keep it comin',5DcIkTnThkzh1fTnF6juFx
You Are The One,Chris Cuevas,artist:chris track:you are the one,164I4bJ8ZmZpvgCsKQL6vh
How I Could Just Kill A Man/The Phuncky Feel One,Cypress Hill,artist:cypress track:how i could just kill a man/the phuncky feel one,
IOU,Arthur Baker Featuring Nikeeta,artist:arthur track:iou,
Mysterious Ways,U2,artist:u2 track:mysterious ways,50JK22El2PTIzZBU2liLDI
I Can't Make You Love Me,Bonnie Raitt,artist:bonnie track:i can't make you love me,69uJi5QsBtqlYkGURTBli8
Is It Good To You,Heavy D & The Boyz,artist:heavy track:is it good to you,4WHQzXnWyTlE1UOmmxRDOw
Black Or White,Michael Jackson,artist:michael track:black or white,2Cy7QY8HPLk925AyNAt6OG
Move Any Mountain,The Shamen,artist:  track:move any mountain,
Poor Georgie,MC Lyte,artist:mc track:poor georgie,0wIEQYOLgV9TneTgM3aRVE
Paper Doll,P.M. Dawn,artist:p.m. track:paper doll,2BuNPaDiOwgrcqZ3FVaz6D
Live And Let Die,Guns N' Roses,artist:guns track:live and let die,0rFWuqFgHAfuzE8uSB9TWR
Killer,Seal,artist:seal track:killer,3HL81ZgFZrx8vNl7zRxa4i
Can't Let Go,Mariah Carey,artist:mariah track:can't let go,0ikbcCJIJaY9sKEivAXJ4I
Kiss You Back,Digital Underground,artist:digital track:kiss you back,4cd1JFZ9PAMlSSp38YnXCu
Too Blind To See It,Kym Sims,artist:kym track:too blind to see it,4SmiFk4zGbPVf0vvoSDvuG
I Need Money,Marky Mark & The Funky Bunch,artist:marky track:i need money,0mmx6q9bGJfLHylvOlMtDZ
The Unforgiven,Metallica,artist:metallica track:the unforgiven,2lF8jQFhIjpmQa501sYXxR
Everlasting Love,Tony Terry,artist:tony track:everlasting love,36VqMzrUe5lAWgfVwaLECE
In Paradise,Laissez Faire,artist:laissez track:in paradise,7EOZ9Q3Ntl2fJpclhFc937
There Will Never Be Another Tonight,Bryan Adams,artist:bryan track:there will never be another tonight,6PzywkBOvjqTOsOSZJKtcS
2 Legit 2 Quit,M.C. Hammer,artist:m.c. track:2 legit 2 quit,4ZnKSrukEcPuMxGrcZEEh1
Kissing The Wind,Nia Peeples,artist:nia track:kissing the wind,
Love Me All Up,Stacy Earl,artist:stacy track:love me all up,
Ain't Gonna Hurt Nobody,Kid 'N Play,artist:kid track:ain't gonna hurt nobody,
Wildside,Marky Mark & The Funky Bunch,artist:marky track:wildside,2U25Ne3teRZLF1wsRnjcfW
Hold On (Tighter To Love),Clubland,artist:clubland track:hold on ,6DRtw2D6MTkr49Flcidg73
No Son Of Mine,Genesis,artist:genesis track:no son of mine,6YsCavQbx3YITYsnIKvF3j
I Wanna Be Your Girl,Icy Blu,artist:icy track:i wanna be your girl,
Keep Coming Back,Richard Marx,artist:richard track:keep coming back,0GMFC1osUTm2qKycgHdwWD
Change,Lisa Stansfield,artist:lisa track:change,1GrCYvkH2DeuXTptRKUFw6
Peace Of Mind (Love Goes On),One 2 One,artist:one track:peace of mind ,44b13xYKXgBv1vJrfXLpy3
Do You Want It Right Now,Degrees Of Motion,artist:degrees track:do you want it right now,5ywMd72XczmakGk6ddXEmp
Only Love Can Break Your Heart,St. Etienne,artist:st. track:only love can break your heart,2l2JonC9Mmrqs5sC7G0SlD
In My Dreams,The Party,artist:  track:in my dreams,22hRjU4JUd7bmDe4oeMIXJ
Juice (Know The Ledge),Eric B. & Rakim,artist:eric track:juice ,4LXsPdBcHAuttD9mKyhA8a
I've Got A Lot To Learn About Love,The Storm,artist:  track:i've got a lot to learn about love,
Forever My Lady,Jodeci,artist:jodeci track:forever my lady,2pY99npaZKTVAyw2DhV9Bo
Hearts Don't Think (They Feel),Natural Selection,artist:natural track:hearts don't think ,3ULIONwEunWTZpvM1LjRMN
Spending My Time,Roxette,artist:roxette track:spending my time,47PQWnMc01EmIH0PD2UuGb
I Want You,Jody Watley,artist:jody track:i want you,4N7KnkkvofAilb3abXxue3
You're All That Matters To Me,Curtis Stigers,artist:curtis track:you're all that matters to me,4uyiiwV6b9XNEpxOkAqrad
Send Me An Angel,Scorpions,artist:scorpions track:send me an angel,1bKQ48M9onID2kbSpRy8kK
Cold Shower,Erin Cruise,artist:erin track:cold shower,
Set Adrift On Memory Bliss,P.M. Dawn,artist:p.m. track:set adrift on memory bliss,3rcNGUOJ0mPOUcAFUlEyT3
Broken Arrow,Rod Stewart,artist:rod track:broken arrow,2AqYChOhWOS3MQWqQPH2z1
Angel Baby,Angelica,artist:angelica track:angel baby,58BXnNOqUXH167HH3dEA9R
Blowing Kisses In The Wind,Paula Abdul,artist:paula track:blowing kisses in the wind,1uhsVQi7IADIxZXN1xJnk5
Tender Kisses,Tracie Spencer,artist:tracie track:tender kisses,71fcC7BuScQCY40HIiMyal
Home Sweet Home,Motley Crue,artist:motley track:home sweet home,4zXvB4MoQD8onk0NCZbeHG
Save Up All Your Tears,Cher,artist:cher track:save up all your tears,53gICBFEg4uf1XVuWJOyKv
Live For Loving You,Gloria Estefan,artist:gloria track:live for loving you,6eT8JIrp1I3N6UfzXSnFhU
When A Man Loves A Woman,Michael Bolton,artist:michael track:when a man loves a woman,3ascnOSOR5MX901ylGuhcl
Blinded By Love,Rhythm Syndicate,artist:rhythm track:blinded by love,
Within My Heart,Voyce,artist:voyce track:within my heart,1yJXPIBKWICGZOP62KKOTe
Street Of Dreams,Nia Peeples,artist:nia track:street of dreams,3pFC5u4BYOV8iJHnr36RpO
The Comfort Zone,Vanessa Williams,artist:vanessa track:the comfort zone,7okbmgA8lRBGl5limZ7LFM
It's So Hard To Say Goodbye To Yesterday,Boyz II Men,artist:boyz track:it's so hard to say goodbye to yesterday,264JdkdtNRAGL4M4PnDYHC
Mind Playing Tricks On Me,Geto Boys,artist:geto track:mind playing tricks on me,63BokRfXSQhEU6Qi2dSJpZ
The Rush,Luther Vandross,artist:luther track:the rush,4AhLeJ9sJZeBSd5u2Y9Xa1
All She Wrote,Firehouse,artist:firehouse track:all she wrote,0oIbfeHdm2BmD1jWD29dQc
Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,artist:d.j. track:ring my bell,5l7XmwM537PxROfhKfpBjc
Top Of The World,Van Halen,artist:van track:top of the world,5IpIcYj3omb4iOP76bAoRP
There's No Other Way,Blur,artist:blur track:there's no other way,2qw5UTkURUArvay7phtq8U
That's What Love Is For,Amy Grant,artist:amy track:that's what love is for,367dmPOxuMP8FsrZHenNnq
Cream,Prince And The N.P.G.,artist:prince track:cream,5vz2J2kP3vV7mZE9UxnFcG
Whispers,Corina,artist:corina track:whispers,7cdOGkp8CWe8tP81ZONNtf
A Day In My Life (Without You),Lisette Melendez,artist:lisette track:a day in my life ,0p0BTRnRU4QWvXNn0xS0WM
I'll Take You There,BeBe & CeCe Winans Featuring Mavis Staples,artist:bebe track:i'll take you there,0vRLX7sPeV2NWGDHBIWqDV
Just A Touch Of Love,C+C Music Factory Presents Zelma Davis,artist:c+c track:just a touch of love,77pqG7atlVtKIiEb89zVK5
Don't Cry,Guns N' Roses,artist:guns track:don't cry,2N2yrmodOnVF10mKvItC9P
Set The Night To Music,Roberta Flack With Maxi Priest,artist:roberta track:set the night to music,32jYppBJlMiUDUAwd0yHnr
Housecall,Shabba Ranks (Featuring Maxi Priest),artist:shabba track:housecall,3lOrfY4S4kXe6oSrSnXVwS
She Ain't Pretty,The Northern Pikes,artist:  track:she ain't pretty,
Shot Of Poison,Lita Ford,artist:lita track:shot of poison,3usnD75iG3dYr2ZplQdBJx
Butt Naked, Charm,artist:charm track:butt naked,
O.P.P.,Naughty By Nature,artist:naughty track:o.p.p.,3voxsfqnGr9V74jkkzPhXC
Can't Stop This Thing We Started,Bryan Adams,artist:bryan track:can't stop this thing we started,6O83X8zjAETDfBkHYvpWcA
Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,artist:m.c. track:ain't no future in yo' fronting,
Every Road Leads Back To You,Bette Midler,artist:bette track:every road leads back to you,2Rqjs2uSnjmbpAMG4T4G64
Can't Truss It,Public Enemy,artist:public track:can't truss it,4ctJUgEIrQFtrArj8rDJuY
Insatiable,Prince And The N.P.G.,artist:prince track:insatiable,2cXdUg5c57C4b2qLCqHAOX
Pop That Coochie,The 2 Live Crew,artist:  track:pop that coochie,
All Through The Night,Tone-Loc,artist:tone-loc track:all through the night,5XlgIjaIwqD5q5dVjdVo9V
No More Tears,Ozzy Osbourne,artist:ozzy track:no more tears,7w6PJe5KBPyvuRYxFkPssC
I Wonder Why,Curtis Stigers,artist:curtis track:i wonder why,04jNbL6I5ZPLYKKlL08Z8Z
Conviction Of The Heart,Kenny Loggins,artist:kenny track:conviction of the heart,2j20OrgBgDjKxICHLrFlD9
Be True To Yourself,2nd II None,artist:2nd track:be true to yourself,7eH6rFngQor2A08suABvGI
The Fly,U2,artist:u2 track:the fly,4nBln1vXTHnJzXvNgvXyIA
Right Down To It,Damian Dame,artist:damian track:right down to it,31tcr4OcLi2TXE5u4Iwhjc
Wasted Time,Skid Row,artist:skid track:wasted time,4BAhIRDG9GNeMvcigDKF7L
Emotions,Mariah Carey,artist:mariah track:emotions,0cELvuwJW1acISUHYB6suj
Groovy Train,The Farm,artist:  track:groovy train,
Rush,Big Audio,artist:big track:rush,5lEsM6qpuzuZwij6jIZPvP
Love Crazy,Atlantic Starr,artist:atlantic track:love crazy,2R3L6vYiE93dYwJZvvD9M6
Just Another Girlfriend,Hi-Five,artist:hi-five track:just another girlfriend,
What Time Is Love?,The KLF,artist:  track:what time is love?,
Martika's Kitchen,Martika,artist:martika track:martika's kitchen,0Xw6LQ0F3iABE31Qi7LghW
Get A Leg Up,John Mellencamp,artist:john track:get a leg up,68cNgDnLSjxWeXtXo5QdvL
Let's Talk About Sex,Salt-N-Pepa,artist:salt-n-pepa track:let's talk about sex,6hTBP6QLwJdxbKyLlLXrGo
